Data,Trend,Upper_Level,Lower_Level,Mid_Level,Count_Up,Count_Dn,Signal
2025-10-28,-1.0,29.26,27.81,28.535,1,13,0
2025-10-29,-1.0,29.26,27.81,28.535,1,14,0
2025-10-30,-1.0,29.26,27.81,28.535,1,15,0
2025-10-31,-1.0,29.26,27.81,28.535,1,16,0
2025-11-03,-1.0,29.26,27.81,28.535,2,16,0
2025-11-04,-1.0,29.26,27.81,28.535,3,16,0
2025-11-05,-1.0,29.36,27.81,28.585,4,16,0
2025-11-06,-1.0,29.68,27.81,28.744999999999997,5,16,0
2025-11-07,-1.0,30.53,27.81,29.17,6,16,0
2025-11-10,1.0,30.88,30.29,30.585,1,0,1
2025-11-11,1.0,31.73,30.29,31.009999999999998,2,0,0
2025-11-12,1.0,31.73,30.29,31.009999999999998,2,1,0
2025-11-13,1.0,31.73,30.29,31.009999999999998,2,2,0
2025-11-14,1.0,31.73,30.29,31.009999999999998,3,2,0
2025-11-17,1.0,31.73,30.29,31.009999999999998,4,2,0
2025-11-18,1.0,31.73,30.29,31.009999999999998,5,2,0
2025-11-19,1.0,31.73,30.29,31.009999999999998,6,2,0
2025-11-21,1.0,31.73,30.29,31.009999999999998,6,3,0
2025-11-24,1.0,31.73,30.29,31.009999999999998,6,4,0
2025-11-25,1.0,31.73,30.29,31.009999999999998,6,5,0
2025-11-26,1.0,31.73,30.29,31.009999999999998,6,6,0
2025-11-27,1.0,31.73,30.29,31.009999999999998,6,7,0
2025-11-28,1.0,31.73,29.69,30.71,6,8,0
2025-12-01,1.0,31.73,29.69,30.71,6,9,0
2025-12-02,1.0,31.73,29.69,30.71,6,10,0
2025-12-03,1.0,31.73,29.69,30.71,6,11,0
2025-12-04,1.0,31.73,29.69,30.71,7,11,0
2025-12-05,1.0,31.73,29.69,30.71,7,12,0
2025-12-08,1.0,31.73,29.69,30.71,7,13,0
2025-12-09,1.0,31.73,29.69,30.71,7,14,0
2025-12-10,1.0,31.73,29.69,30.71,7,15,0
2025-12-11,1.0,31.73,29.65,30.689999999999998,7,16,0
2025-12-12,1.0,31.73,29.65,30.689999999999998,7,17,0
2025-12-15,1.0,31.73,29.65,30.689999999999998,7,18,0
2025-12-16,1.0,31.73,29.04,30.384999999999998,7,19,0
2025-12-17,1.0,31.73,29.04,30.384999999999998,7,20,0
2025-12-18,1.0,31.73,29.04,30.384999999999998,7,21,0
2025-12-19,1.0,31.73,29.04,30.384999999999998,7,22,0
2025-12-22,1.0,31.73,29.04,30.384999999999998,7,23,0
2025-12-23,1.0,31.73,29.04,30.384999999999998,7,24,0
2025-12-26,1.0,31.73,29.04,30.384999999999998,7,25,0
2025-12-29,1.0,31.73,29.04,30.384999999999998,7,26,0
2025-12-30,1.0,31.73,29.04,30.384999999999998,7,27,0
2026-01-02,1.0,31.73,29.04,30.384999999999998,7,28,0
2026-01-05,-1.0,30.01,28.99,29.5,0,1,-1
2026-01-06,-1.0,30.01,28.89,29.450000000000003,0,2,0
2026-01-07,-1.0,30.01,28.8,29.405,0,3,0
2026-01-08,-1.0,30.01,28.8,29.405,1,3,0
2026-01-09,-1.0,30.01,28.8,29.405,2,3,0
2026-01-12,-1.0,30.01,28.8,29.405,3,3,0
2026-01-13,-1.0,30.54,28.8,29.67,4,3,0
2026-01-14,1.0,31.73,30.43,31.08,1,0,1
2026-01-15,1.0,31.73,30.43,31.08,1,1,0
2026-01-16,1.0,31.73,30.43,31.08,2,1,0
2026-01-19,1.0,31.73,30.43,31.08,3,1,0
2026-01-20,1.0,31.73,30.43,31.08,4,1,0
2026-01-21,1.0,32.72,30.43,31.575,5,1,0
2026-01-22,1.0,33.29,30.43,31.86,6,1,0
2026-01-23,1.0,34.6,30.43,32.515,7,1,0
2026-01-26,1.0,34.82,30.43,32.625,8,1,0
2026-01-27,1.0,35.55,30.43,32.989999999999995,9,1,0
2026-01-28,1.0,36.51,30.43,33.47,10,1,0
2026-01-29,1.0,37.63,30.43,34.03,11,1,0
2026-01-30,1.0,37.63,30.43,34.03,12,1,0
2026-02-02,1.0,37.63,30.43,34.03,13,1,0
2026-02-03,1.0,37.63,30.43,34.03,14,1,0
2026-02-04,1.0,37.63,30.43,34.03,15,1,0
2026-02-05,1.0,37.63,30.43,34.03,16,1,0
2026-02-06,1.0,37.63,30.43,34.03,17,1,0
2026-02-09,1.0,37.63,30.43,34.03,18,1,0
2026-02-10,1.0,37.63,30.43,34.03,19,1,0
2026-02-11,1.0,37.63,30.43,34.03,20,1,0
2026-02-12,1.0,37.63,30.43,34.03,21,1,0
2026-02-13,1.0,37.63,30.43,34.03,22,1,0
2026-02-18,1.0,37.63,30.43,34.03,23,1,0
2026-02-19,1.0,37.63,30.43,34.03,24,1,0
2026-02-20,1.0,37.63,30.43,34.03,25,1,0
2026-02-23,1.0,38.28,30.43,34.355000000000004,26,1,0
2026-02-24,1.0,38.68,30.43,34.555,27,1,0
2026-02-25,1.0,38.98,30.43,34.705,28,1,0
2026-02-26,1.0,38.98,30.43,34.705,29,1,0
2026-02-27,1.0,39.27,30.43,34.85,30,1,0
2026-03-02,1.0,40.5,30.43,35.465,31,1,0
2026-03-03,1.0,40.96,30.43,35.695,32,1,0
2026-03-04,1.0,40.96,30.43,35.695,33,1,0
2026-03-05,1.0,40.96,30.43,35.695,34,1,0
2026-03-06,1.0,42.05,30.43,36.239999999999995,35,1,0
2026-03-09,1.0,43.17,30.43,36.8,36,1,0
2026-03-10,1.0,43.17,30.43,36.8,37,1,0
2026-03-11,1.0,43.77,30.43,37.1,38,1,0
2026-03-12,1.0,44.95,30.43,37.69,39,1,0
2026-03-13,1.0,44.95,30.43,37.69,40,1,0
2026-03-16,1.0,44.95,30.43,37.69,41,1,0
2026-03-17,1.0,46.09,30.43,38.260000000000005,42,1,0
2026-03-18,1.0,46.09,30.43,38.260000000000005,43,1,0
2026-03-19,1.0,46.94,30.43,38.685,44,1,0
2026-03-20,1.0,46.94,30.43,38.685,45,1,0
2026-03-23,1.0,46.94,30.43,38.685,46,1,0
2026-03-24,1.0,46.94,30.43,38.685,47,1,0
2026-03-25,1.0,46.94,30.43,38.685,48,1,0
2026-03-26,1.0,47.27,30.43,38.85,49,1,0
2026-03-27,1.0,48.22,30.43,39.325,50,1,0
2026-03-30,1.0,49.44,30.43,39.935,51,1,0
2026-03-31,1.0,49.44,30.43,39.935,52,1,0
2026-04-01,1.0,49.44,30.43,39.935,53,1,0
2026-04-02,1.0,49.44,30.43,39.935,54,1,0
2026-04-06,1.0,49.44,30.43,39.935,55,1,0
2026-04-07,1.0,49.44,30.43,39.935,56,1,0
2026-04-08,1.0,49.44,30.43,39.935,57,1,0
2026-04-09,1.0,49.44,30.43,39.935,58,1,0
2026-04-10,1.0,49.44,30.43,39.935,59,1,0
2026-04-13,1.0,49.44,30.43,39.935,60,1,0
2026-04-14,1.0,49.44,30.43,39.935,61,1,0
2026-04-15,1.0,49.44,30.43,39.935,62,1,0
2026-04-16,1.0,49.44,30.43,39.935,63,1,0
2026-04-17,1.0,49.44,30.43,39.935,64,1,0
2026-04-20,1.0,49.44,30.43,39.935,65,1,0
2026-04-22,1.0,49.44,30.43,39.935,66,1,0
2026-04-23,1.0,49.44,30.43,39.935,67,1,0
2026-04-24,1.0,49.44,30.43,39.935,68,1,0
2026-04-27,1.0,49.44,30.43,39.935,69,1,0
2026-04-28,1.0,49.44,30.43,39.935,70,1,0
2026-04-29,1.0,49.44,30.43,39.935,71,1,0
2026-04-30,1.0,49.44,30.43,39.935,72,1,0
2026-05-04,1.0,49.44,30.43,39.935,73,1,0
2026-05-05,1.0,49.44,30.43,39.935,74,1,0
2026-05-06,1.0,49.44,30.43,39.935,75,1,0
2026-05-07,1.0,49.44,30.43,39.935,76,1,0
2026-05-08,1.0,49.44,30.43,39.935,77,1,0
2026-05-11,1.0,49.44,30.43,39.935,78,1,0
2026-05-12,1.0,49.44,30.43,39.935,79,1,0
2026-05-13,1.0,49.44,30.43,39.935,80,1,0
2026-05-14,1.0,49.44,30.43,39.935,81,1,0
2026-05-15,1.0,49.44,30.43,39.935,82,1,0
2026-05-18,1.0,49.44,30.43,39.935,83,1,0
2026-05-19,1.0,49.44,30.43,39.935,84,1,0
2026-05-20,1.0,49.44,30.43,39.935,85,1,0
2026-05-21,1.0,49.44,30.43,39.935,86,1,0
2026-05-22,-1.0,44.14,43.27,43.705,1,0,-1
2026-05-25,-1.0,44.14,42.39,43.265,1,1,0
2026-05-26,-1.0,44.14,42.39,43.265,1,2,0
2026-05-27,-1.0,44.14,41.58,42.86,1,3,0
2026-05-28,-1.0,44.14,41.58,42.86,1,4,0
2026-05-29,-1.0,44.14,41.25,42.695,1,5,0
2026-06-01,-1.0,44.14,41.25,42.695,1,6,0
2026-06-02,-1.0,44.14,41.25,42.695,1,7,0
2026-06-03,-1.0,44.14,41.25,42.695,1,8,0
2026-06-05,-1.0,44.14,40.65,42.394999999999996,1,9,0
2026-06-08,-1.0,44.14,40.65,42.394999999999996,1,10,0
2026-06-09,-1.0,44.14,40.65,42.394999999999996,1,11,0
2026-06-10,-1.0,44.14,40.65,42.394999999999996,1,12,0
2026-06-11,-1.0,44.14,40.65,42.394999999999996,1,13,0
2026-06-12,-1.0,44.14,40.65,42.394999999999996,1,14,0
2026-06-15,-1.0,44.14,39.06,41.6,1,15,0
2026-06-16,-1.0,44.14,38.2,41.17,1,16,0
2026-06-17,-1.0,44.14,38.2,41.17,1,17,0
2026-06-18,-1.0,44.14,37.41,40.775,1,18,0
2026-06-19,-1.0,44.14,37.41,40.775,1,19,0
2026-06-22,-1.0,44.14,37.41,40.775,1,20,0
2026-06-23,-1.0,44.14,37.41,40.775,1,21,0
2026-06-24,-1.0,44.14,37.41,40.775,1,22,0
2026-06-25,-1.0,44.14,37.41,40.775,1,23,0
2026-06-26,-1.0,44.14,37.41,40.775,1,24,0
2026-06-29,-1.0,44.14,37.41,40.775,1,25,0
2026-06-30,-1.0,44.14,37.41,40.775,1,26,0
2026-07-01,-1.0,44.14,37.4,40.769999999999996,1,27,0
2026-07-02,-1.0,44.14,37.4,40.769999999999996,1,28,0
2026-07-03,-1.0,44.14,37.4,40.769999999999996,1,29,0
