Data,MACD_Linha_12_26,MACD_Sinal_9,MACD_Hist_12_26_9
2022-12-29,-0.0624728398765253,-0.20959072755181266,0.14711788767528736
2023-01-02,-0.11753130374806808,-0.19117884279106376,0.07364753904299567
2023-01-03,-0.18565367511468267,-0.19007380925578757,0.004420134141104898
2023-01-04,-0.20500136008722158,-0.19305931942207438,-0.011942040665147202
2023-01-05,-0.18033072740089473,-0.19051360101783846,0.010182873616943727
2023-01-06,-0.16532859948538636,-0.18547660071134806,0.020148001225961693
2023-01-09,-0.14530894257739035,-0.17744306908455654,0.03213412650716618
2023-01-10,-0.1183954342582787,-0.16563354211930098,0.04723810786102228
2023-01-11,-0.08718518774890605,-0.149943871245222,0.06275868349631594
2023-01-12,-0.04578473606493816,-0.12911204420916522,0.08332730814422706
2023-01-13,-0.01601760456251533,-0.10649315627983524,0.09047555171731991
2023-01-16,-0.016444865014321408,-0.08848349802673248,0.07203863301241108
2023-01-17,0.05041633964610881,-0.06070353049216423,0.11111987013827304
2023-01-18,0.08148518842968322,-0.032265786707794744,0.11375097513747796
2023-01-19,0.13920026723812562,0.002027424081389329,0.13717284315673628
2023-01-20,0.20756165072350896,0.043134269409813256,0.16442738131369572
2023-01-23,0.2779010634174881,0.09008762821134822,0.18781343520613988
2023-01-24,0.32106839742653115,0.1362837820543848,0.18478461537214635
2023-01-25,0.36638675430055123,0.18230437650361808,0.18408237779693315
2023-01-26,0.36421296832662975,0.21868609486822044,0.1455268734584093
